,date,1. open,2. high,3. low,4. close,5. volume
AMKR,2009-07-31,4.72,6.37,4.12,6.26,92135500.0
AMKR,2009-06-30,4.6,5.02,4.1,4.72,65074500.0
AMKR,2009-05-29,4.28,4.61,3.33,4.53,57869300.0
AMKR,2009-04-30,2.7,4.89,2.55,4.31,65946500.0
AMKR,2009-03-31,1.65,2.86,1.6,2.69,58875100.0
AMKR,2009-02-27,2.31,3.0,1.6,1.71,32151700.0
AMKR,2009-01-30,2.23,3.23,2.11,2.32,32146800.0
AMKR,2008-12-31,2.21,2.66,1.69,2.18,41696500.0
AMKR,2008-11-28,4.06,4.3,1.33,2.2,53227700.0
AMKR,2008-10-31,6.3,6.39,3.05,4.06,56205400.0
AMKR,2008-09-30,7.64,7.73,6.15,6.37,57585600.0
AMKR,2008-08-29,8.77,9.54,7.37,7.51,63413300.0
AMKR,2008-07-31,10.28,10.77,8.0,8.76,79678600.0
AMKR,2008-06-30,10.41,11.82,10.08,10.41,65102100.0
AMKR,2008-05-30,10.79,12.7,10.61,10.66,91004300.0
AMKR,2008-04-30,10.91,11.3,8.6,9.55,92399400.0
AMKR,2008-03-31,11.77,12.2,10.52,10.7,80755000.0
AMKR,2008-02-29,7.65,12.49,7.45,11.71,88878500.0
AMKR,2008-01-31,8.5,8.72,6.14,7.64,51601100.0
AMKR,2007-12-31,8.24,9.24,7.93,8.53,36709800.0
AMKR,2007-11-30,11.2,11.33,7.6,8.24,62841000.0
AMKR,2007-10-31,11.69,12.48,10.44,11.33,42580900.0
AMKR,2007-09-28,11.52,12.065,9.75,11.52,48843300.0
AMKR,2007-08-31,11.76,12.08,9.29,11.52,98325300.0
AMKR,2007-07-31,15.79,16.29,12.27,12.36,59139700.0
AMKR,2007-06-29,14.33,15.94,13.61,15.75,49457800.0
AMKR,2007-05-31,14.0,14.5,13.2,14.22,58500400.0
AMKR,2007-04-30,12.99,14.71,12.67,13.99,78245500.0
AMKR,2007-03-30,11.3,13.01,11.09,12.48,68027000.0
AMKR,2007-02-28,10.6,12.15,10.59,11.53,67267200.0
AMKR,2007-01-31,9.38,12.0,9.38,10.53,64698500.0
AMKR,2006-12-29,10.28,10.68,9.29,9.34,52576500.0
AMKR,2006-11-30,6.95,10.5,6.53,10.23,97303200.0
AMKR,2006-10-31,5.22,7.4,4.92,6.91,100213000.0
AMKR,2006-09-29,5.7,6.15,4.61,5.15,97292000.0
AMKR,2006-08-31,6.19,6.37,5.11,5.67,94185600.0
AMKR,2006-07-31,9.46,9.98,5.98,6.18,118910000.0
AMKR,2006-06-30,9.56,10.8,8.09,9.46,79099800.0
AMKR,2006-05-31,12.09,13.05,8.88,9.51,106225200.0
AMKR,2006-04-28,8.7,13.09,8.63,12.09,101776200.0
AMKR,2006-03-31,8.89,10.0,7.15,8.64,92550300.0
AMKR,2006-02-28,5.58,9.12,5.4,8.88,101668900.0
AMKR,2006-01-31,5.66,5.89,4.99,5.63,37077800.0
AMKR,2005-12-30,6.25,6.99,5.41,5.6,51552700.0
AMKR,2005-11-30,5.26,6.46,5.15,6.2,34661400.0
AMKR,2005-10-31,4.39,5.51,3.57,5.28,43720600.0
AMKR,2005-09-30,5.13,5.8,4.08,4.36,34206500.0
AMKR,2005-08-31,4.64,5.42,4.64,5.1,32430100.0
AMKR,2005-07-29,4.53,6.12,4.4,4.66,53024100.0
AMKR,2005-06-30,3.51,5.2,3.47,4.53,61260600.0
AMKR,2005-05-31,3.35,3.66,2.87,3.56,51246600.0
AMKR,2005-04-29,3.85,4.26,3.06,3.23,34619900.0
AMKR,2005-03-31,4.45,5.12,3.77,3.86,43632300.0
AMKR,2005-02-28,4.45,4.86,3.73,4.37,33201400.0
AMKR,2005-01-31,6.85,6.9,4.2,4.43,39238400.0
AMKR,2004-12-31,5.65,6.8,5.55,6.68,38000600.0
AMKR,2004-11-30,4.94,6.09,4.94,5.5,29875000.0
AMKR,2004-10-29,3.77,5.36,3.73,4.98,57600500.0
AMKR,2004-09-30,3.89,4.13,3.31,3.65,43352700.0
AMKR,2004-08-31,4.09,4.58,3.74,3.8,35327600.0
AMKR,2004-07-30,6.05,6.4,3.75,4.05,82124600.0
AMKR,2004-06-30,10.28,10.81,7.89,8.18,41971500.0
AMKR,2004-05-28,8.26,10.55,7.8,10.28,52219100.0
AMKR,2004-04-30,14.6,15.9,7.92,8.04,49217500.0
AMKR,2004-03-31,15.5,16.05,12.61,14.63,41020000.0
AMKR,2004-02-27,17.89,17.91,14.26,15.32,37704000.0
AMKR,2004-01-30,17.9,21.87,16.95,17.39,41860600.0
AMKR,2003-12-31,19.8,21.73,16.3,18.14,35248700.0
AMKR,2003-11-28,19.37,20.62,17.82,19.52,36854700.0
AMKR,2003-10-31,14.5,19.87,14.26,18.84,36114200.0
AMKR,2003-09-30,17.75,19.002,14.12,14.21,32279100.0
AMKR,2003-08-29,14.75,17.99,13.77,17.57,22541100.0
AMKR,2003-07-31,13.1,18.314,12.96,14.68,42345700.0
AMKR,2003-06-30,11.4,13.5,10.36,13.16,30542400.0
AMKR,2003-05-30,7.44,11.22,7.44,11.13,31968300.0
AMKR,2003-04-30,5.31,8.13,5.25,7.57,19459800.0
AMKR,2003-03-31,4.74,6.07,4.04,5.17,13332600.0
AMKR,2003-02-28,4.9,5.2,4.3,4.75,11684300.0
AMKR,2003-01-31,4.84,6.45,4.5,4.89,21866500.0
AMKR,2002-12-31,7.58,8.13,4.22,4.76,24155700.0
AMKR,2002-11-29,3.55,7.62,3.46,7.26,37276200.0
AMKR,2002-10-31,2.43,3.76,1.6,3.52,28774900.0
AMKR,2002-09-30,2.25,2.53,1.13,2.38,26921800.0
AMKR,2002-08-30,3.96,4.02,2.2,2.25,31524100.0
AMKR,2002-07-31,6.39,6.6,3.8,3.94,38585191.0
AMKR,2002-06-28,14.88,14.97,3.62,6.22,46726500.0
AMKR,2002-05-31,20.13,20.89,14.38,14.87,31604100.0
AMKR,2002-04-30,22.69,24.79,18.24,20.1,30058900.0
AMKR,2002-03-28,14.63,22.31,14.63,22.31,28661500.0
AMKR,2002-02-28,18.05,18.05,12.4,13.88,23195800.0
AMKR,2002-01-31,16.3,19.95,15.9,18.03,18998300.0
AMKR,2001-12-31,15.74,18.45,14.8,16.03,16404500.0
AMKR,2001-11-30,12.46,16.53,12.45,15.57,18661700.0
AMKR,2001-10-31,10.1,13.82,9.0,12.45,20256100.0
AMKR,2001-09-28,16.28,17.24,9.8,10.52,16033000.0
AMKR,2001-08-31,18.6,20.25,15.15,16.38,14152100.0
AMKR,2001-07-31,22.07,22.75,15.38,18.2,17813100.0
AMKR,2001-06-29,19.6,23.5,18.3,22.1,18625800.0
AMKR,2001-05-31,21.54,26.24,18.39,19.53,28005300.0
AMKR,2001-04-30,16.31,22.24,14.06,21.75,16013400.0
AMKR,2001-03-30,15.13,19.75,15.0,16.31,20994200.0
AMKR,2001-02-28,21.25,23.31,16.31,16.31,17488600.0
AMKR,2001-01-31,15.5,24.13,14.06,22.75,19029400.0
AMKR,2000-12-29,16.0,18.94,11.75,15.52,16518300.0
AMKR,2000-11-30,23.06,27.0,14.13,15.94,16695300.0
AMKR,2000-10-31,26.44,26.63,16.0,22.5,19723000.0
AMKR,2000-09-29,34.19,34.81,23.25,26.13,14703400.0
AMKR,2000-08-31,27.88,34.81,20.31,34.13,28082500.0
AMKR,2000-07-31,36.38,40.25,24.13,27.5,24313500.0
AMKR,2000-06-30,46.23,52.75,27.75,35.31,40216800.0
AMKR,2000-05-31,61.88,64.75,33.38,46.38,32046600.0
AMKR,2000-04-28,53.25,62.5,36.5,61.19,22436800.0
AMKR,2000-03-31,54.38,65.31,45.63,53.06,31516300.0
AMKR,2000-02-29,32.0,53.0,32.0,51.94,17415100.0
AMKR,2000-01-31,28.06,39.25,24.13,31.75,20888100.0
AMKR,1999-12-31,26.75,29.56,22.88,28.25,18034200.0
FSLR,2024-11-25,195.85,221.2,173.37,192.82,65442287.0
FSLR,2024-10-31,249.44,252.9,183.68,194.48,65139119.0
FSLR,2024-09-30,226.65,262.72,202.15,249.44,39981770.0
FSLR,2024-08-30,219.1,244.21,195.27,227.37,36183666.0
FSLR,2024-07-31,224.75,240.96,206.85,215.99,61612654.0
FSLR,2024-06-28,273.26,306.7699,225.12,225.46,59876199.0
FSLR,2024-05-31,176.61,286.6,172.09,271.76,78128648.0
FSLR,2024-04-30,169.72,188.32,162.16,176.3,43634295.0
FSLR,2024-03-28,152.74,173.02,145.77,168.8,37756528.0
FSLR,2024-02-29,149.78,163.43,135.88,153.89,51614619.0
FSLR,2024-01-31,170.98,177.89,140.07,146.3,37679609.0
FSLR,2023-12-29,157.54,177.51,137.17,172.28,52842775.0
FSLR,2023-11-30,148.49,162.4799,129.215,157.78,49499182.0
FSLR,2023-10-31,160.5,161.99,132.19,142.45,53620720.0
FSLR,2023-09-29,191.27,193.48,157.495,161.59,36502936.0
FSLR,2023-08-31,207.38,213.43,173.74,189.12,43004210.0
FSLR,2023-07-31,191.11,224.4999,181.64,207.4,43384571.0
FSLR,2023-06-30,204.62,212.35,176.9625,190.09,34813001.0
FSLR,2023-05-31,182.58,232.0,170.915,202.96,71845723.0
FSLR,2023-04-28,217.28,221.88,170.5501,182.58,45650106.0
FSLR,2023-03-31,180.55,219.55,177.29,217.5,75007077.0
FSLR,2023-02-28,177.4,182.35,157.0,169.14,31657401.0
FSLR,2023-01-31,151.01,185.28,141.81,177.6,46604871.0
FSLR,2022-12-30,172.56,173.63,142.35,149.79,67013407.0
FSLR,2022-11-30,148.0,173.68,143.38,172.53,59085341.0
FSLR,2022-10-31,132.7,148.1992,115.66,145.57,69929048.0
FSLR,2022-09-30,124.53,140.64,123.73,132.27,67106713.0
FSLR,2022-08-31,98.97,130.25,95.77,127.55,67921586.0
FSLR,2022-07-29,67.58,102.12,60.96,99.17,47643680.0
FSLR,2022-06-30,70.61,76.72,60.77,68.13,32118295.0
FSLR,2022-05-31,72.77,78.96,59.6,70.61,26940891.0
FSLR,2022-04-29,84.1,86.31,69.56,73.03,27408673.0
FSLR,2022-03-31,75.17,85.79,63.01,83.74,53668964.0
FSLR,2022-02-28,78.32,78.87,61.24,75.29,29403982.0
FSLR,2022-01-31,88.01,91.36,69.86,78.38,28382754.0
FSLR,2021-12-31,105.905,108.18,84.78,87.16,26946176.0
FSLR,2021-11-30,120.25,123.125,101.1253,103.6,36239720.0
FSLR,2021-10-29,96.27,120.9,92.764,119.59,38254447.0
FSLR,2021-09-30,94.46,107.27,90.18,95.46,43100912.0
FSLR,2021-08-31,89.0436,97.55,86.66,94.0,30199639.0
FSLR,2021-07-30,91.26,95.64,78.9301,86.04,38890097.0
FSLR,2021-06-30,77.24,94.08,73.91,90.51,47774700.0
FSLR,2021-05-28,77.62,78.18,67.71,76.11,39169992.0
FSLR,2021-04-30,88.79,91.12,75.76,76.53,55958957.0
FSLR,2021-03-31,82.23,88.9,68.07,87.3,54324157.0
FSLR,2021-02-26,99.58,104.99,77.9045,81.02,45464915.0
FSLR,2021-01-29,101.58,112.5,91.3,99.15,61614158.0
FSLR,2020-12-31,90.875,109.09,84.77,98.92,50331471.0
FSLR,2020-11-30,89.0,98.4597,77.77,93.43,67485072.0
FSLR,2020-10-30,67.27,97.93,66.71,87.045,82582515.0
FSLR,2020-09-30,76.61,79.16,59.52,66.2,50257006.0
FSLR,2020-08-31,60.0,81.87,59.29,76.59,35696385.0
FSLR,2020-07-31,49.28,63.68,49.04,59.55,35495973.0
FSLR,2020-06-30,46.5,54.5,46.26,49.5,24041621.0
FSLR,2020-05-29,42.5,47.6,37.925,46.62,26768277.0
FSLR,2020-04-30,34.75,45.6799,33.0,44.01,28384103.0
FSLR,2020-03-31,45.88,46.22,28.47,36.06,44904587.0
FSLR,2020-02-28,49.88,59.9,42.5,45.77,44599211.0
FSLR,2020-01-31,56.4,59.1,49.245,49.58,34451826.0
FSLR,2019-12-31,55.52,59.0,52.25,55.96,22585557.0
FSLR,2019-11-29,52.26,55.8,51.43,55.24,16373663.0
FSLR,2019-10-31,58.4,62.885,50.22,51.79,40432563.0
FSLR,2019-09-30,61.29,68.55,55.95,58.01,26953807.0
FSLR,2019-08-30,65.52,69.235,58.57,62.07,28625918.0
FSLR,2019-07-31,66.3,67.99,64.09,64.49,18025942.0
FSLR,2019-06-28,58.0,66.05,57.4,65.68,21740145.0
FSLR,2019-05-31,62.09,63.82,56.5412,58.04,30742708.0
FSLR,2019-04-30,53.29,62.66,53.18,61.53,27241813.0
FSLR,2019-03-29,53.08,56.04,49.06,52.84,28003034.0
FSLR,2019-02-28,50.78,55.38,47.16,52.55,34563172.0
FSLR,2019-01-31,41.63,51.43,41.41,50.59,31163546.0
FSLR,2018-12-31,45.9,47.79,38.45,42.455,37474957.0
FSLR,2018-11-30,41.49,46.09,40.33,44.45,33044957.0
FSLR,2018-10-31,48.49,50.06,36.51,41.8,40985405.0
FSLR,2018-09-28,51.96,52.22,47.34,48.42,21213471.0
FSLR,2018-08-31,53.15,55.235,49.97,52.08,25311280.0
FSLR,2018-07-31,52.28,55.75,48.0,52.35,39281168.0
FSLR,2018-06-29,68.06,68.4,50.23,52.66,92378610.0
FSLR,2018-05-31,71.0,75.75,65.05,67.61,35700957.0
FSLR,2018-04-30,70.73,81.72,67.01,70.91,33639227.0
FSLR,2018-03-29,63.3,74.68,61.14,70.98,30955197.0
FSLR,2018-02-28,66.65,68.37,58.8013,62.85,38329715.0
FSLR,2018-01-31,67.84,76.61,66.042,67.17,49839668.0
FSLR,2017-12-29,61.68,71.8,56.13,67.52,47047829.0
FSLR,2017-11-30,55.36,63.1,54.71,62.1,40952368.0
FSLR,2017-10-31,46.3,61.47,45.27,54.82,59932395.0
FSLR,2017-09-29,47.01,53.0,45.26,45.88,53416252.0
FSLR,2017-08-31,49.85,50.21,45.76,46.96,35265967.0
FSLR,2017-07-31,39.92,49.75,38.36,49.31,54675224.0
FSLR,2017-06-30,38.61,41.1699,35.33,39.88,50987190.0
FSLR,2017-05-31,29.99,39.92,29.2314,38.51,94026042.0
FSLR,2017-04-28,27.17,30.5,25.5588,29.55,65761846.0
FSLR,2017-03-31,36.54,36.88,27.08,27.1,81859811.0
FSLR,2017-02-28,31.4,38.5,30.8,36.19,62062211.0
FSLR,2017-01-31,32.61,36.41,30.34,31.19,37662498.0
FSLR,2016-12-30,30.47,35.52,29.65,32.09,50211333.0
FSLR,2016-11-30,40.57,41.25,28.6,30.32,112363243.0
FSLR,2016-10-31,39.65,42.9,37.2301,40.49,48974475.0
FSLR,2016-09-30,37.82,40.33,33.74,39.49,67571461.0
FSLR,2016-08-31,46.91,49.5,36.75,37.82,98285441.0
FSLR,2016-07-29,48.39,49.25,44.06,46.68,47041678.0
FSLR,2016-06-30,49.78,51.3,43.7,48.48,36570545.0
FSLR,2016-05-31,56.26,56.32,46.67,49.65,43973654.0
FSLR,2016-04-29,67.88,69.01,55.19,55.84,49355749.0
FSLR,2016-03-31,71.36,74.29,66.5811,68.47,37691089.0
FSLR,2016-02-29,68.1,73.71,58.08,71.87,54958110.0
FSLR,2016-01-29,64.71,72.12,57.2,68.66,52622787.0
FSLR,2015-12-31,56.6,67.8,52.51,65.99,61807276.0
FSLR,2015-11-30,56.65,59.85,52.16,56.51,35466993.0
FSLR,2015-10-30,42.56,58.43,41.9,57.07,40099618.0
FSLR,2015-09-30,46.99,50.46,40.51,42.75,35658385.0
FSLR,2015-08-31,44.7,53.63,40.25,47.84,60169586.0
FSLR,2015-07-31,47.32,47.75,41.56,44.3,44358012.0
FSLR,2015-06-30,49.76,53.67,46.84,46.98,48641756.0
FSLR,2015-05-29,57.5,59.97,49.7,49.71,41421935.0
FSLR,2015-04-30,59.84,65.5,59.01,59.67,34397847.0
FSLR,2015-03-31,59.41,63.1,58.61,59.79,50132759.0
FSLR,2015-02-27,42.68,60.21,42.59,59.745,100778673.0
FSLR,2015-01-30,44.72,45.34,39.18,42.32,46955363.0
FSLR,2014-12-31,48.29,48.78,40.54,44.595,50767422.0
FSLR,2014-11-28,58.78,59.78,45.94,48.8,57853985.0
FSLR,2014-10-31,65.82,65.87,50.13,58.9,62700852.0
FSLR,2014-09-30,69.71,73.78,64.93,65.81,37819140.0
FSLR,2014-08-29,62.49,71.75,60.15,69.68,52091400.0
FSLR,2014-07-31,71.52,71.8,60.75,63.11,50927900.0
FSLR,2014-06-30,62.29,72.68,61.12,71.06,66350500.0
FSLR,2014-05-30,66.96,70.0,57.8,61.78,63850100.0
FSLR,2014-04-30,70.04,74.18,63.31,67.49,82968200.0
FSLR,2014-03-31,55.71,74.84,52.42,69.79,139517400.0
FSLR,2014-02-28,50.41,58.85,47.0411,57.07,89680600.0
FSLR,2014-01-31,54.28,58.3,47.75,50.58,88341300.0
FSLR,2013-12-31,59.77,61.85,53.07,54.64,67799700.0
FSLR,2013-11-29,55.64,65.99,54.77,59.82,117602300.0
FSLR,2013-10-31,40.31,56.25,40.0,50.306,141424400.0
FSLR,2013-09-30,37.15,41.92,35.59,40.21,73094400.0
FSLR,2013-08-30,49.64,49.9,36.6,36.72,103041600.0
FSLR,2013-07-31,45.38,51.6,44.17,49.22,94275700.0
FSLR,2013-06-28,54.24,56.7,40.46,44.81,153512700.0
FSLR,2013-05-31,46.7,59.0,42.61,54.393,166858000.0
FSLR,2013-04-30,27.27,47.46,25.66,46.56,199864900.0
FSLR,2013-03-28,25.48,29.71,24.46,26.96,91384300.0
FSLR,2013-02-28,28.41,36.98,25.5,25.84,132689900.0
FSLR,2013-01-31,32.02,35.6,27.67,28.18,80737400.0
FSLR,2012-12-31,27.23,33.38,26.92,30.8556,90973700.0
FSLR,2012-11-30,24.5,27.75,22.2,26.99,94949700.0
FSLR,2012-10-31,22.43,25.94,19.68,24.3,115687500.0
FSLR,2012-09-28,19.8,24.93,18.3,22.145,153937900.0
FSLR,2012-08-31,15.6,26.31,14.59,19.99,219640300.0
FSLR,2012-07-31,15.19,16.19,13.81,15.54,69338800.0
FSLR,2012-06-29,12.13,16.42,11.43,15.06,157435400.0
FSLR,2012-05-31,19.17,19.48,12.19,12.56,133657300.0
FSLR,2012-04-30,25.14,25.16,17.81,18.4,145729000.0
FSLR,2012-03-30,32.46,32.55,24.5,25.05,136783300.0
FSLR,2012-02-29,43.49,50.2,31.86,32.3,110332700.0
FSLR,2012-01-31,35.0,47.1,33.5,42.28,89373600.0
FSLR,2011-12-30,47.63,51.89,29.87,33.76,99366800.0
FSLR,2011-11-30,47.5,52.7,40.05,47.86,66853600.0
FSLR,2011-10-31,61.825,67.72,42.5,49.77,115942500.0
FSLR,2011-09-30,99.5,99.5,61.55,63.21,67697500.0
FSLR,2011-08-31,121.35,123.86,87.29,99.98,51323800.0
FSLR,2011-07-29,130.66,134.21,115.62,118.23,23793400.0
FSLR,2011-06-30,125.83,142.22,111.4,132.27,39912100.0
FSLR,2011-05-31,140.84,140.87,114.4,124.25,44185500.0
FSLR,2011-04-29,163.0,163.0,132.1701,139.57,33306700.0
FSLR,2011-03-31,148.3,161.01,137.1,160.84,44598400.0
FSLR,2011-02-28,155.9,175.449,146.79,147.39,36134500.0
FSLR,2011-01-31,131.85,158.71,130.24,154.58,31614000.0
FSLR,2010-12-31,124.99,140.73,124.56,130.14,29625100.0
FSLR,2010-11-30,137.84,142.42,120.9,122.85,44339400.0
FSLR,2010-10-29,148.96,153.3,136.2,137.68,38537500.0
FSLR,2010-09-30,129.3,151.39,127.71,147.35,29118700.0
FSLR,2010-08-31,126.34,132.0,121.72,127.85,26952900.0
FSLR,2010-07-30,113.61,140.0,112.06,125.45,39912400.0
FSLR,2010-06-30,112.22,126.49,100.19,113.83,50654800.0
FSLR,2010-05-28,145.75,148.11,103.7,112.36,54793700.0
FSLR,2010-04-30,122.33,152.53,118.88,143.98,47180000.0
FSLR,2010-03-31,107.59,123.4,104.36,122.65,47160500.0
FSLR,2010-02-26,114.89,126.995,98.71,105.75,58287900.0
FSLR,2010-01-29,136.0,142.46,109.77,113.3,57238900.0
FSLR,2009-12-31,121.09,142.66,119.11,135.4,50034700.0
FSLR,2009-11-30,121.24,127.99,115.09,119.11,46920300.0
FSLR,2009-10-30,147.6,162.2,121.32,121.93,89708400.0
FSLR,2009-09-30,121.15,163.32,112.0901,152.86,74435800.0
FSLR,2009-08-31,156.25,158.5,118.85,121.58,75569300.0
FSLR,2009-07-31,163.815,176.05,139.9,154.39,80538500.0
FSLR,2009-06-30,194.48,196.25,155.73,162.2,69452700.0
FSLR,2009-05-29,187.92,207.51,176.26,190.29,69841100.0
FSLR,2009-04-30,130.0,190.63,129.88,187.29,70816100.0
FSLR,2009-03-31,103.52,158.49,100.9,132.7,101544100.0
FSLR,2009-02-27,139.63,154.92,101.1,105.74,85786700.0
FSLR,2009-01-30,137.0,165.2,128.89,142.8,80358900.0
FSLR,2008-12-31,118.72,149.0,109.75,137.96,91730200.0
FSLR,2008-11-28,146.84,179.6,85.28,124.84,112919300.0
FSLR,2008-10-31,198.0,202.93,95.32,143.7,121171100.0
FSLR,2008-09-30,270.4,271.48,175.48,188.91,68274900.0
FSLR,2008-08-29,286.64,290.4,243.03,276.65,43482800.0
FSLR,2008-07-31,265.9,301.3,234.0,285.03,60758200.0
FSLR,2008-06-30,259.87,292.88,233.97,272.82,78784300.0
FSLR,2008-05-30,285.0,317.0,251.81,267.54,90136600.0
FSLR,2008-04-30,237.32,308.24,232.2,291.99,113818200.0
FSLR,2008-03-31,204.5,237.35,176.01,231.14,95433600.0
FSLR,2008-02-29,182.3,236.57,157.66,205.1512,132229100.0
FSLR,2008-01-31,269.46,272.7899,143.3101,181.77,145592100.0
FSLR,2007-12-31,237.89,283.0,211.0,267.14,81447300.0
FSLR,2007-11-30,157.29,252.39,141.49,237.15,109669100.0
FSLR,2007-10-31,120.0,159.78,119.91,158.81,65411400.0
FSLR,2007-09-28,103.5,121.49,93.69,117.7399,53128000.0
FSLR,2007-08-31,102.87,112.8,74.77,103.74,68413200.0
FSLR,2007-07-31,89.35,123.21,88.6,112.57,59251900.0
FSLR,2007-06-29,68.55,91.1,67.224,89.29,40049300.0
FSLR,2007-05-31,58.99,72.48,54.2,68.04,52934900.0
FSLR,2007-04-30,52.1,65.6,52.08,59.99,30722200.0
FSLR,2007-03-30,46.15,59.88,42.6,52.01,35374100.0
FSLR,2007-02-28,32.53,52.7,31.1401,47.75,21926900.0
FSLR,2007-01-31,30.17,33.89,27.54,32.37,7595000.0
FSLR,2006-12-29,28.3,30.0,26.4,29.84,10819600.0
KNX,2024-11-25,52.48,60.94,52.105,58.75,35950847.0
KNX,2024-10-31,53.63,54.93,49.49,52.08,45692906.0
KNX,2024-09-30,51.97,55.51,49.0,53.95,38321288.0
KNX,2024-08-30,54.83,55.4,48.84,52.38,38805458.0
KNX,2024-07-31,49.83,55.7,47.67,54.43,48845036.0
KNX,2024-06-28,48.95,50.29,45.78,49.92,35744217.0
KNX,2024-05-31,45.99,51.39,45.55,48.25,45768394.0
KNX,2024-04-30,54.88,55.155,45.79,46.23,57237722.0
KNX,2024-03-28,56.23,57.42,51.47,55.02,40515550.0
KNX,2024-02-29,57.53,60.99,55.22,56.34,39222491.0
KNX,2024-01-31,57.38,58.55,53.26,57.38,44820035.0
KNX,2023-12-29,53.92,59.38,53.73,57.65,39282036.0
KNX,2023-11-30,48.8,54.72,47.92,53.78,33215794.0
KNX,2023-10-31,49.91,52.68,45.73,48.89,59959525.0
KNX,2023-09-29,55.15,55.67,49.16,50.15,35886138.0
KNX,2023-08-31,60.72,60.94,53.965,54.82,35199480.0
KNX,2023-07-31,55.29,60.98,53.3,60.75,41875457.0
KNX,2023-06-30,55.36,58.05,52.89,55.56,39708119.0
KNX,2023-05-31,56.15,58.86,53.96,54.99,39387614.0
KNX,2023-04-28,55.95,58.09,53.22,56.32,44295136.0
KNX,2023-03-31,56.92,59.61,51.635,56.58,45516820.0
KNX,2023-02-28,59.22,64.35,56.677,56.84,29925623.0
KNX,2023-01-31,52.82,62.63,52.09,59.1,41458350.0
KNX,2022-12-30,55.32,58.72,50.49,52.41,36804064.0
KNX,2022-11-30,48.32,57.4,46.08,55.43,42841858.0
KNX,2022-10-31,49.38,51.24,45.63,48.03,48915091.0
KNX,2022-09-30,50.02,52.0,46.3801,48.93,40156735.0
KNX,2022-08-31,54.77,57.58,50.39,50.51,33387529.0
KNX,2022-07-29,46.14,55.3,45.85,54.95,35408106.0
KNX,2022-06-30,48.64,50.3,43.532,46.29,38230715.0
KNX,2022-05-31,48.23,50.72,42.5,48.64,50583145.0
KNX,2022-04-29,50.155,50.5,44.59,47.89,54005691.0
KNX,2022-03-31,53.86,56.49,50.09,50.46,37727102.0
KNX,2022-02-28,56.74,57.76,50.55,54.48,27672791.0
KNX,2022-01-31,61.5,62.12,53.53,56.58,28861746.0
KNX,2021-12-31,57.76,62.29,55.7,60.94,30022391.0
KNX,2021-11-30,56.76,60.6,56.36,57.25,28163234.0
KNX,2021-10-29,51.36,57.67,47.17,56.69,38500685.0
KNX,2021-09-30,51.91,54.0,50.2,51.15,36733750.0
KNX,2021-08-31,49.93,53.345,48.14,51.93,25293679.0
KNX,2021-07-30,45.68,51.17,45.3,49.69,40542250.0
KNX,2021-06-30,48.0,48.7,44.22,45.46,29951546.0
KNX,2021-05-28,47.49,50.955,46.97,47.73,25437644.0
KNX,2021-04-30,48.13,50.63,45.77,47.12,34670637.0
KNX,2021-03-31,43.78,49.46,43.53,48.09,46086275.0
KNX,2021-02-26,40.26,44.76,39.17,43.2,28334619.0
KNX,2021-01-29,41.85,45.85,39.395,40.0,38455505.0
KNX,2020-12-31,42.0,42.96,40.08,41.82,38957455.0
KNX,2020-11-30,38.41,42.64,37.18,41.29,52911091.0
KNX,2020-10-30,40.7,42.5,37.07,37.99,75143205.0
KNX,2020-09-30,45.61,47.44,40.39,40.7,59309058.0
KNX,2020-08-31,43.71,47.39,41.84,45.46,36334728.0
KNX,2020-07-31,41.97,47.32,41.02,43.49,41335285.0
KNX,2020-06-30,41.55,43.03,37.99,41.71,51949341.0
KNX,2020-05-29,36.63,42.07,36.53,41.61,39358804.0
KNX,2020-04-30,31.5,39.4,29.31,37.18,52855549.0
KNX,2020-03-31,32.18,34.95,27.54,32.8,73808384.0
KNX,2020-02-28,37.32,40.46,31.32,31.94,33051413.0
KNX,2020-01-31,36.2,39.5,35.79,37.08,42662855.0
KNX,2019-12-31,36.94,38.42,34.0,35.84,38966971.0
KNX,2019-11-29,36.95,39.37,35.66,36.99,23183791.0
KNX,2019-10-31,36.43,39.15,34.14,36.46,36883478.0
KNX,2019-09-30,33.9,37.84,33.39,36.3,46169835.0
KNX,2019-08-30,35.92,36.56,31.26,34.14,47414633.0
KNX,2019-07-31,33.32,39.26,30.68,35.84,54846974.0
KNX,2019-06-28,27.54,32.88,27.53,32.84,37976951.0
KNX,2019-05-31,33.25,33.53,27.03,27.64,41027116.0
KNX,2019-04-30,32.99,36.81,32.35,33.35,39964768.0
KNX,2019-03-29,34.0,34.97,30.99,32.68,43702707.0
KNX,2019-02-28,32.09,35.3,30.69,33.63,35359496.0
KNX,2019-01-31,24.72,33.42,24.65,31.75,58960159.0
KNX,2018-12-31,35.42,35.5,23.27,25.07,54513149.0
KNX,2018-11-30,32.13,35.49,31.28,34.66,40594690.0
KNX,2018-10-31,34.87,35.19,29.67,32.0,61515322.0
KNX,2018-09-28,34.0,37.51,33.62,34.48,47677951.0
KNX,2018-08-31,32.55,34.68,31.57,34.13,51733138.0
KNX,2018-07-31,38.0,39.27,29.0,32.55,82130992.0
KNX,2018-06-29,40.96,43.35,37.65,38.21,78660069.0
KNX,2018-05-31,38.85,42.18,38.35,40.68,49291213.0
KNX,2018-04-30,46.41,46.87,38.79,39.01,64459734.0
