,date,1. open,2. high,3. low,4. close,5. volume
KNX,2018-03-29,48.16,50.35,44.63,46.01,39071008.0
KNX,2018-02-28,49.71,49.97,45.51,48.16,41775089.0
KNX,2018-01-31,44.04,51.94,43.81,49.79,42269724.0
KNX,2017-12-29,42.73,44.6,41.98,43.72,28640228.0
KNX,2017-11-30,41.57,43.0,37.1,42.68,48584616.0
KNX,2017-10-31,41.77,41.99,37.93,41.45,39540058.0
KNX,2017-09-29,39.3,44.45,38.52,41.55,68544490.0
KNX,2017-08-31,35.8,40.2,34.875,39.05,33446699.0
KNX,2017-07-31,37.15,38.025,34.6,35.65,43151449.0
KNX,2017-06-30,33.5,37.625,33.175,37.05,25972767.0
KNX,2017-05-31,34.35,34.7,30.9,33.35,29171302.0
KNX,2017-04-28,31.45,36.15,30.0,34.3,41061972.0
KNX,2017-03-31,33.0,33.55,30.1,31.35,20094178.0
KNX,2017-02-28,33.7,34.25,31.15,32.7,16556398.0
KNX,2017-01-31,33.35,34.7,31.7,33.4,17725919.0
KNX,2016-12-30,35.1,38.8,32.9,33.05,22623889.0
KNX,2016-11-30,29.35,35.55,28.75,35.0,23789926.0
KNX,2016-10-31,28.51,29.55,26.85,29.25,21625189.0
KNX,2016-09-30,28.26,29.78,27.53,28.69,21111747.0
KNX,2016-08-31,29.87,29.89,27.671,28.1,21660847.0
KNX,2016-07-29,26.64,30.38,26.39,29.83,18769963.0
KNX,2016-06-30,25.92,28.34,24.785,26.58,21490097.0
KNX,2016-05-31,26.73,27.515,24.5,26.12,19032476.0
KNX,2016-04-29,25.75,28.32,23.99,26.57,25423871.0
KNX,2016-03-31,24.46,27.11,23.77,26.15,24287386.0
KNX,2016-02-29,24.31,26.53,23.705,24.23,28495102.0
KNX,2016-01-29,23.73,24.93,20.56,24.47,24918503.0
KNX,2015-12-31,26.63,26.67,21.715,24.23,24389621.0
KNX,2015-11-30,25.43,27.66,24.7375,26.52,20777132.0
KNX,2015-10-30,23.99,26.01,23.62,25.42,31903590.0
KNX,2015-09-30,19.1,28.41,18.17,24.0,27593735.0
KNX,2015-08-31,26.99,28.24,22.75,27.2,25819643.0
KNX,2015-07-31,27.04,29.0,25.08,27.04,28232672.0
KNX,2015-06-30,28.63,29.8,26.15,26.74,22080763.0
KNX,2015-05-29,28.95,30.79,27.92,28.6,20086359.0
KNX,2015-04-30,32.1,33.0,28.62,28.9,22710470.0
KNX,2015-03-31,33.03,34.73,31.18,32.25,16378838.0
KNX,2015-02-27,28.51,33.345,28.43,33.06,16454299.0
KNX,2015-01-30,33.85,34.48,28.49,28.49,19261223.0
KNX,2014-12-31,33.27,34.69,30.64,33.66,14030606.0
KNX,2014-11-28,29.35,33.845,29.18,33.27,13368005.0
KNX,2014-10-31,27.28,30.51,25.5,29.26,22349484.0
KNX,2014-09-30,25.38,27.67,25.27,27.39,12163134.0
KNX,2014-08-29,23.96,25.49,23.193,25.35,8235100.0
KNX,2014-07-31,23.84,26.32,23.52,23.96,10587400.0
KNX,2014-06-30,24.36,24.655,23.17,23.77,8175900.0
KNX,2014-05-30,23.66,24.76,22.24,24.37,13965000.0
KNX,2014-04-30,23.31,25.0,22.38,23.73,17723900.0
KNX,2014-03-31,21.35,23.54,20.99,23.13,13741200.0
KNX,2014-02-28,21.25,22.11,20.53,21.48,14502300.0
KNX,2014-01-31,18.25,22.5,17.955,21.35,17859887.0
KNX,2013-12-31,18.39,18.66,17.47,18.34,10860100.0
KNX,2013-11-29,16.96,18.01,16.68,17.87,11167900.0
KNX,2013-10-31,16.56,17.38,16.14,16.97,13226000.0
KNX,2013-09-30,16.43,20.35,15.88,16.52,12628658.0
KNX,2013-08-30,17.05,17.54,16.2,16.28,9039300.0
KNX,2013-07-31,16.98,17.6,16.37,16.97,11782300.0
KNX,2013-06-28,17.18,17.305,16.37,16.82,10422400.0
KNX,2013-05-31,15.54,17.73,15.21,17.14,13103900.0
KNX,2013-04-30,16.12,16.2,15.02,15.62,14320100.0
KNX,2013-03-28,15.55,16.77,15.38,16.1,8546500.0
KNX,2013-02-28,16.05,16.45,15.32,15.66,9309900.0
KNX,2013-01-31,14.88,16.71,14.86,15.95,12492500.0
KNX,2012-12-31,15.2,15.21,13.91,14.63,7433200.0
KNX,2012-11-30,15.03,15.63,14.62,15.03,9514500.0
KNX,2012-10-31,14.22,15.12,13.74,15.12,12976800.0
KNX,2012-09-28,14.27,15.59,14.08,14.3,13774800.0
KNX,2012-08-31,15.38,15.5,14.13,14.3,12183200.0
KNX,2012-07-31,16.15,16.21,14.55,15.33,11581200.0
KNX,2012-06-29,16.4,17.31,15.27,15.99,12614400.0
KNX,2012-05-31,16.45,17.38,15.83,16.76,14709900.0
KNX,2012-04-30,17.64,17.91,15.975,16.42,12578000.0
KNX,2012-03-30,17.24,18.37,11.37,17.66,13957778.0
KNX,2012-02-29,17.82,18.325,16.91,17.13,9300300.0
KNX,2012-01-31,15.86,17.9425,10.76,17.61,14962008.0
KNX,2011-12-30,14.88,15.75,14.45,15.64,10528700.0
KNX,2011-11-30,14.68,15.67,13.9,14.96,14948000.0
KNX,2011-10-31,13.2,16.09,6.29,15.2,20916851.0
KNX,2011-09-30,15.21,15.46,12.78,13.31,18468900.0
KNX,2011-08-31,15.84,15.92,13.67,15.15,33973900.0
KNX,2011-07-29,16.96,17.79,14.7,15.74,23234000.0
KNX,2011-06-30,17.06,17.065,15.78,16.99,20534900.0
KNX,2011-05-31,18.02,18.23,16.58,17.1,25656300.0
KNX,2011-04-29,19.25,19.96,17.72,18.01,20446100.0
KNX,2011-03-31,18.68,19.6,18.04,19.25,22522200.0
KNX,2011-02-28,19.17,19.63,18.0,18.61,20325900.0
KNX,2011-01-31,19.11,20.12,18.62,19.06,17751300.0
KNX,2010-12-31,18.89,20.16,18.72,19.0,15629300.0
KNX,2010-11-30,17.93,19.45,17.81,19.28,20073200.0
KNX,2010-10-29,19.16,19.75,17.67,17.86,21745200.0
KNX,2010-09-30,19.03,20.0,18.73,19.33,18135300.0
KNX,2010-08-31,21.22,21.79,18.43,18.84,19984800.0
KNX,2010-07-30,20.23,22.3,19.5,20.92,21044800.0
KNX,2010-06-30,19.78,22.02,18.82,20.24,22225200.0
KNX,2010-05-28,21.3,21.93,18.81,19.88,22266500.0
KNX,2010-04-30,21.14,22.38,20.26,21.29,22880500.0
KNX,2010-03-31,19.91,21.34,19.47,21.09,20323800.0
KNX,2010-02-26,18.17,19.995,17.5,19.75,18536700.0
KNX,2010-01-29,19.56,20.7875,18.01,18.1,18459200.0
KNX,2009-12-31,17.29,19.98,17.2,19.29,14718700.0
KNX,2009-11-30,16.15,17.75,15.78,17.01,12790500.0
KNX,2009-10-30,16.81,18.86,15.89,16.04,18213500.0
KNX,2009-09-30,16.4,17.71,16.04,16.78,16051700.0
KNX,2009-08-31,18.35,18.54,16.18,16.49,13284600.0
KNX,2009-07-31,16.7,18.55,15.95,18.14,16645100.0
KNX,2009-06-30,17.98,18.95,16.2,16.55,18696600.0
KNX,2009-05-29,17.54,18.82,15.98,17.74,28172900.0
KNX,2009-04-30,14.95,17.98,14.56,17.68,43228500.0
KNX,2009-03-31,12.74,15.98,12.17,15.16,28012900.0
KNX,2009-02-27,13.22,14.93,12.66,12.96,19032900.0
KNX,2009-01-30,16.14,16.38,12.42,13.34,21804800.0
KNX,2008-12-31,15.37,16.51,12.81,16.12,19976300.0
KNX,2008-11-28,15.89,16.25,12.48,15.76,15777000.0
KNX,2008-10-31,16.87,17.25,11.84,15.9,30592700.0
KNX,2008-09-30,18.13,21.67,16.5,16.97,28863400.0
KNX,2008-08-29,18.99,20.4,17.05,17.89,20687700.0
KNX,2008-07-31,18.05,21.89,17.12,18.92,37673500.0
KNX,2008-06-30,18.17,18.87,16.15,18.3,22113000.0
KNX,2008-05-30,17.01,18.97,16.56,18.26,18856400.0
KNX,2008-04-30,17.99,17.99,15.0,16.99,14845500.0
KNX,2008-03-31,14.9,17.87,14.53,16.46,16508900.0
KNX,2008-02-29,17.34,17.44,14.76,14.79,15001600.0
KNX,2008-01-31,14.77,17.98,14.35,17.19,28768800.0
KNX,2007-12-31,15.31,17.53,14.66,14.81,15673500.0
KNX,2007-11-30,15.75,15.78,14.3,15.2,23892800.0
KNX,2007-10-31,17.15,18.49,15.25,15.97,22356800.0
KNX,2007-09-28,18.25,18.46,16.75,17.21,14345800.0
KNX,2007-08-31,17.62,20.54,16.65,18.39,31093700.0
KNX,2007-07-31,19.51,20.32,17.25,17.64,17538800.0
KNX,2007-06-29,18.85,20.18,18.29,19.38,15699300.0
KNX,2007-05-31,19.49,19.63,17.88,18.73,11743700.0
KNX,2007-04-30,17.9,20.77,17.63,19.47,19491100.0
KNX,2007-03-30,18.25,18.94,17.42,17.82,16795600.0
KNX,2007-02-28,18.82,20.36,18.21,18.66,11099900.0
KNX,2007-01-31,17.26,19.35,17.17,18.8,17508600.0
KNX,2006-12-29,17.64,18.49,16.54,17.05,15991700.0
KNX,2006-11-30,18.27,19.0,17.52,17.62,13825500.0
KNX,2006-10-31,16.76,19.35,16.7,18.22,24860100.0
KNX,2006-09-29,17.38,17.9,15.84,16.95,16201400.0
KNX,2006-08-31,17.02,18.42,16.21,17.19,14628700.0
KNX,2006-07-31,20.19,20.92,15.6,17.16,17278800.0
KNX,2006-06-30,19.1,20.3,17.6,20.2,13851100.0
KNX,2006-05-31,19.55,21.4,17.61,19.04,11769500.0
KNX,2006-04-28,20.08,21.42,19.0,19.53,12519800.0
KNX,2006-03-31,19.85,21.91,19.01,19.75,13018300.0
KNX,2006-02-28,20.2,21.09,19.2201,19.79,8359000.0
KNX,2006-01-31,21.02,21.99,19.44,20.34,12289700.0
KNX,2005-12-30,32.17,32.88,20.33,20.73,6570636.0
KNX,2005-11-30,27.12,33.76,27.0,32.17,8931671.0
KNX,2005-10-31,24.3,27.36,23.21,27.21,8622670.0
KNX,2005-09-30,23.57,24.65,22.0,24.36,8961337.0
KNX,2005-08-31,23.9,24.46,22.28,23.69,5742139.0
KNX,2005-07-29,24.34,26.38,23.46,23.65,8066537.0
KNX,2005-06-30,24.6,25.76,22.402,24.33,10516469.0
KNX,2005-05-31,21.13,25.05,21.13,24.45,7974538.0
KNX,2005-04-29,24.67,24.9,20.75,21.13,11196204.0
KNX,2005-03-31,26.5,29.0,24.01,24.67,6837069.0
KNX,2005-02-28,24.75,26.41,23.5,26.41,4701871.0
KNX,2005-01-31,24.85,25.8,21.95,24.6,9824202.0
KNX,2004-12-31,24.33,25.784,22.84,24.8,5241671.0
KNX,2004-11-30,23.68,24.8,22.76,24.1,6511936.0
KNX,2004-10-29,21.32,23.9,21.31,23.49,5717804.0
KNX,2004-09-30,20.06,21.99,19.71,21.42,4085471.0
KNX,2004-08-31,19.89,21.0,18.3,19.89,4315536.0
KNX,2004-07-30,28.58,30.22,18.07,19.81,5113602.0
KNX,2004-06-30,24.49,28.75,24.25,28.73,4237286.0
KNX,2004-05-28,25.93,26.51,22.77,24.38,4140669.0
KNX,2004-04-30,24.05,26.73,23.7,25.62,3302356.0
KNX,2004-03-31,24.27,24.99,22.28,23.88,4671781.0
KNX,2004-02-27,24.6,24.9,23.3,24.29,4093555.0
KNX,2004-01-30,25.53,27.64,24.33,24.42,2576801.0
KNX,2003-12-31,23.951,26.6,23.35,25.65,3751913.0
KNX,2003-11-28,25.15,26.59,23.0,24.16,3584179.0
KNX,2003-10-31,25.1,27.55,24.57,25.11,4975158.0
KNX,2003-09-30,27.39,28.36,25.06,25.21,3579156.0
KNX,2003-08-29,26.5,28.0,25.0,27.46,2900355.0
KNX,2003-07-31,25.239,28.0,24.66,26.5,4412046.0
KNX,2003-06-30,25.39,25.75,23.25,24.82,3920001.0
KNX,2003-05-30,24.05,25.65,22.4,25.36,3854180.0
KNX,2003-04-30,19.75,24.85,19.3,24.09,6128178.0
KNX,2003-03-31,19.4,22.05,19.17,19.69,4475468.0
KNX,2003-02-28,20.25,20.76,18.35,19.45,3781556.0
KNX,2003-01-31,20.93,22.25,20.0,20.37,5374537.0
KNX,2002-12-31,20.0,21.25,19.65,21.0,3470847.0
KNX,2002-11-29,19.56,20.9,18.65,19.78,3529111.0
KNX,2002-10-31,15.5,21.53,14.67,19.74,11601644.0
KNX,2002-09-30,17.95,18.83,15.35,15.5,3939024.0
KNX,2002-08-30,17.75,19.44,15.61,17.48,2676310.0
KNX,2002-07-31,22.81,22.82,15.84,17.7,6076888.0
KNX,2002-06-28,19.7,23.45,18.61,23.19,3529911.0
KNX,2002-05-31,20.15,22.19,19.4,19.95,2582311.0
KNX,2002-04-30,21.17,21.17,17.0,20.21,5272398.0
KNX,2002-03-28,20.65,21.67,18.0,21.14,6632756.0
KNX,2002-02-28,23.52,23.52,19.4,20.6,4480846.0
KNX,2002-01-31,18.89,24.27,18.85,23.5,5502804.0
KNX,2001-12-31,28.08,31.1,18.6,18.78,3338284.0
KNX,2001-11-30,24.84,28.49,24.1,27.8,5996801.0
KNX,2001-10-31,19.27,26.84,18.63,24.39,2924089.0
KNX,2001-09-28,22.1,22.56,16.45,19.15,1834192.0
KNX,2001-08-31,23.91,24.1,20.7,22.02,2282491.0
KNX,2001-07-31,20.46,24.6,18.83,23.94,2881987.0
KNX,2001-06-29,28.1,28.1,15.6,20.55,2152150.0
KNX,2001-05-31,26.64,29.25,25.28,28.04,1664989.0
KNX,2001-04-30,24.5,27.26,22.69,26.6,1288357.0
KNX,2001-03-30,22.89,24.5,18.5,24.38,1620069.0
KNX,2001-02-28,24.31,25.44,21.13,22.88,996762.0
KNX,2001-01-31,19.69,24.5,18.88,24.38,3262163.0
KNX,2000-12-29,16.75,20.25,16.69,19.25,816791.0
KNX,2000-11-30,15.75,17.5,15.38,16.75,530570.0
KNX,2000-10-31,15.56,16.73,14.38,15.88,340761.0
KNX,2000-09-29,17.19,17.38,15.5,15.56,307734.0
KNX,2000-08-31,17.75,19.13,16.0,17.0,563615.0
KNX,2000-07-31,14.13,18.63,14.13,17.75,433739.0
KNX,2000-06-30,15.38,15.94,13.38,14.56,631014.0
KNX,2000-05-31,18.25,18.25,15.69,15.69,221472.0
KNX,2000-04-28,17.0,19.75,15.38,18.38,352397.0
KNX,2000-03-31,17.25,18.88,15.69,17.5,1439744.0
KNX,2000-02-29,17.13,19.0,16.13,16.38,577010.0
KNX,2000-01-31,16.56,18.13,16.25,17.38,472497.0
KNX,1999-12-31,14.13,18.88,13.97,17.13,829728.0
WAL,2024-11-25,84.19,98.095,80.88,95.66,19310750.0
WAL,2024-10-31,85.03,94.28,80.28,83.21,31696284.0
WAL,2024-09-30,80.49,88.92,77.26,86.49,44619992.0
WAL,2024-08-30,80.07,83.2342,67.08,81.68,20530698.0
WAL,2024-07-31,62.45,82.48,60.26,80.46,29316431.0
WAL,2024-06-28,63.47,63.5,56.7,62.82,16765229.0
WAL,2024-05-31,57.54,65.79,56.77,63.03,16463067.0
WAL,2024-04-30,64.12,64.2,53.75,56.83,22882419.0
WAL,2024-03-28,57.04,64.65,54.55,64.19,29172660.0
WAL,2024-02-29,64.62,65.05,55.03,57.73,35971584.0
WAL,2024-01-31,65.1,70.23,60.535,63.96,29896753.0
WAL,2023-12-29,51.22,67.6,50.6286,65.79,30555632.0
WAL,2023-11-30,41.0,52.16,40.15,51.22,27824557.0
WAL,2023-10-31,45.73,48.41,38.81,41.1,42263512.0
WAL,2023-09-29,50.78,51.4,43.36,45.97,29567142.0
WAL,2023-08-31,51.5,53.8685,46.15,50.01,36156420.0
WAL,2023-07-31,36.95,53.6613,35.67,51.95,64480301.0
WAL,2023-06-30,34.39,41.88,33.49,36.47,64745733.0
WAL,2023-05-31,37.55,39.28,11.35,33.9,269172026.0
WAL,2023-04-28,35.49,41.51,27.02,37.12,113363186.0
WAL,2023-03-31,73.45,76.9,7.46,35.54,344364974.0
WAL,2023-02-28,74.85,81.17,71.395,74.24,16645140.0
WAL,2023-01-31,59.87,75.54,58.35,75.37,20053712.0
WAL,2022-12-30,68.57,69.68,55.81,59.56,20406405.0
WAL,2022-11-30,68.09,78.135,62.8401,68.54,14747096.0
WAL,2022-10-31,66.83,71.904,54.86,67.17,23455132.0
WAL,2022-09-30,76.32,81.005,64.71,65.74,16007254.0
WAL,2022-08-31,75.93,86.87,74.06,76.72,10670115.0
WAL,2022-07-29,70.0,79.67,68.41,76.38,12882344.0
WAL,2022-06-30,81.79,83.22,68.42,70.6,15172452.0
WAL,2022-05-31,78.31,83.39,71.68,81.37,13758685.0
WAL,2022-04-29,84.14,84.76,73.31,76.11,21118379.0
WAL,2022-03-31,92.21,93.49,76.16,82.82,23133429.0
WAL,2022-02-28,99.97,102.97,84.71,93.74,17722131.0
WAL,2022-01-31,108.26,124.93,93.42,99.19,21228530.0
WAL,2021-12-31,112.51,114.8,96.82,107.65,17500398.0
WAL,2021-11-30,117.03,123.07,108.83,109.78,12248571.0
WAL,2021-10-29,109.03,124.88,104.56,116.09,14452328.0
WAL,2021-09-30,98.07,110.51,94.18,108.82,12015053.0
WAL,2021-08-31,93.48,102.97,90.09,97.56,11456926.0
WAL,2021-07-30,93.6,101.0,89.69,92.82,14184044.0
WAL,2021-06-30,101.09,103.92,87.77,92.85,19176699.0
WAL,2021-05-28,106.67,108.91,95.16,100.01,13733810.0
WAL,2021-04-30,94.47,109.84,89.9,105.07,15353248.0
WAL,2021-03-31,94.03,103.34,90.3,94.44,19143341.0
WAL,2021-02-26,68.73,99.3855,67.91,91.51,15971293.0
WAL,2021-01-29,60.7,73.59,57.98,68.18,15621103.0
WAL,2020-12-31,53.01,61.23,51.285,59.95,15504021.0
WAL,2020-11-30,41.78,56.28,39.72,51.27,17595512.0
WAL,2020-10-30,31.77,42.78,31.1946,41.2,18335273.0
WAL,2020-09-30,35.32,37.98,30.34,31.62,12055857.0
WAL,2020-08-31,36.0,41.05,34.91,35.3,10829231.0
WAL,2020-07-31,38.14,38.85,33.39,35.95,15511046.0
WAL,2020-06-30,38.47,47.49,35.37,37.87,19539305.0
WAL,2020-05-29,35.01,41.45,26.75,38.15,18553346.0
WAL,2020-04-30,28.99,37.89,27.65,35.88,26841951.0
WAL,2020-03-31,46.21,47.73,20.9,30.61,39188454.0
WAL,2020-02-28,55.64,58.81,44.88,46.04,11265980.0
WAL,2020-01-31,57.22,58.94,55.02,55.23,14695353.0
WAL,2019-12-31,52.5,57.61,50.93,57.0,11095477.0
WAL,2019-11-29,49.96,53.6,49.78,52.16,12056124.0
WAL,2019-10-31,46.47,50.89,42.55,49.33,19000022.0
WAL,2019-09-30,42.97,47.84,41.57,46.08,16091098.0
WAL,2019-08-30,49.31,49.83,41.26,43.42,17697435.0
WAL,2019-07-31,45.16,50.41,43.18,49.44,16753427.0
WAL,2019-06-28,41.12,45.3,41.04,44.72,14342878.0
WAL,2019-05-31,47.77,49.13,40.99,41.15,13782902.0
WAL,2019-04-30,41.85,48.8,41.37,47.78,20708614.0
WAL,2019-03-29,46.63,47.0,38.55,41.04,19258481.0
WAL,2019-02-28,44.4,47.62,44.05,46.27,14135031.0
WAL,2019-01-31,38.75,46.62,38.75,44.28,21151558.0
WAL,2018-12-31,47.43,47.9,37.39,39.49,28723099.0
WAL,2018-11-30,48.52,49.75,45.62,46.87,12413763.0
WAL,2018-10-31,57.33,58.97,45.54,48.24,27354536.0
WAL,2018-09-28,57.7,60.01,55.87,56.89,14230314.0
WAL,2018-08-31,56.97,59.05,55.7,57.65,11878511.0
WAL,2018-07-31,56.29,59.83,55.86,56.72,14411943.0
WAL,2018-06-29,61.29,64.06,56.53,56.61,12546963.0
WAL,2018-05-31,58.97,62.66,57.59,60.26,11161909.0
WAL,2018-04-30,57.88,60.63,55.32,58.98,11635437.0
WAL,2018-03-29,58.46,62.49,55.62,58.11,15391558.0
WAL,2018-02-28,58.49,61.5,55.35,58.46,13147966.0
WAL,2018-01-31,57.23,60.68,56.24,58.66,15237695.0
WAL,2017-12-29,58.27,60.25,56.0,56.62,11186524.0
WAL,2017-11-30,56.26,59.7,52.72,58.18,10909348.0
WAL,2017-10-31,53.0,56.67,51.82,55.8,16258779.0
WAL,2017-09-29,48.34,53.79,44.83,53.08,15582851.0
WAL,2017-08-31,50.75,51.47,46.13,48.23,9356350.0
WAL,2017-07-31,49.51,51.78,48.33,50.38,11173529.0
WAL,2017-06-30,46.17,50.6,44.95,49.2,14791867.0
WAL,2017-05-31,48.19,49.47,44.64,45.72,14278156.0
WAL,2017-04-28,49.38,49.93,45.15,47.9,17074818.0
WAL,2017-03-31,53.3,53.84,45.16,49.09,16385998.0
WAL,2017-02-28,49.99,53.6992,48.3,51.64,10783823.0
WAL,2017-01-31,50.15,50.67,47.15,49.38,12269272.0
WAL,2016-12-30,47.26,50.72,46.979,48.71,15232835.0
WAL,2016-11-30,37.64,46.96,36.3,46.72,16853860.0
WAL,2016-10-31,37.27,39.52,35.56,37.36,13181951.0
WAL,2016-09-30,38.23,38.55,35.66,37.54,15223537.0
WAL,2016-08-31,34.15,38.39,33.275,38.22,13019066.0
WAL,2016-07-29,32.29,35.11,30.6948,34.03,15191425.0
WAL,2016-06-30,37.39,38.36,29.72,32.65,36345977.0
WAL,2016-05-31,36.65,38.03,33.62,37.7,15630512.0
WAL,2016-04-29,33.29,37.48,32.5,36.58,13562565.0
WAL,2016-03-31,30.0,34.0799,29.63,33.38,20947536.0
WAL,2016-02-29,32.45,33.0,26.6,29.72,24122357.0
WAL,2016-01-29,34.57,35.42,30.5042,32.58,19703697.0
WAL,2015-12-31,38.99,39.1,35.2,35.86,14752265.0
WAL,2015-11-30,35.78,39.11,35.76,38.79,12806959.0
WAL,2015-10-30,30.69,37.1,29.12,35.75,17354150.0
WAL,2015-09-30,29.86,32.67,29.26,30.71,14574784.0
WAL,2015-08-31,33.7,34.56,28.42,30.52,13421527.0
WAL,2015-07-31,33.8,35.17,31.95,33.83,21581090.0
WAL,2015-06-30,31.49,34.95,31.06,33.76,11559215.0
WAL,2015-05-29,30.75,32.89,30.71,31.35,9657497.0
WAL,2015-04-30,29.53,31.58,28.91,30.92,9962044.0
WAL,2015-03-31,28.39,30.41,27.97,29.64,12455906.0
WAL,2015-02-27,25.84,29.04,25.705,28.39,7115872.0
WAL,2015-01-30,27.88,27.99,24.52,25.71,10892038.0
WAL,2014-12-31,26.19,28.31,25.51,27.8,12185536.0
WAL,2014-11-28,26.65,27.25,25.301,26.43,7075407.0
WAL,2014-10-31,23.87,26.73,21.43,26.62,11796943.0
WAL,2014-09-30,23.69,25.21,23.09,23.9,8444665.0
WAL,2014-08-29,22.82,24.01,22.12,23.61,5698700.0
WAL,2014-07-31,23.93,24.93,22.01,22.9,8503800.0
WAL,2014-06-30,22.98,24.89,22.43,23.8,7067600.0
WAL,2014-05-30,23.02,23.6,20.76,22.88,8422700.0
WAL,2014-04-30,24.61,25.75,22.29,23.07,8411900.0
WAL,2014-03-31,22.91,25.72,22.66,24.6,7471600.0
WAL,2014-02-28,22.32,23.86,20.56,23.16,10749800.0
